perm,run,tag,regime_id,cycle,phase,null_beta1_birth_area,n_edges,n_nodes
4,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,22,hot,0.3784087541508304,27210,8546
5,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,22,hot,0.3775781987595436,27210,8546
6,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,22,hot,0.37486984083575475,27210,8546
7,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,22,hot,0.37667070988146734,27210,8546
8,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,22,hot,0.3772566191762382,27210,8546
9,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,22,hot,0.37623594116125636,27210,8546
10,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,22,hot,0.3766188457155018,27210,8546
11,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,22,hot,0.37385917635719024,27210,8546
12,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,22,hot,0.37536526405648585,27210,8546
13,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,22,hot,0.3791006601930671,27210,8546
14,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,22,hot,0.37689475603932693,27210,8546
15,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,22,hot,0.3748442186645753,27210,8546
16,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,22,hot,0.37688904677212076,27210,8546
17,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,22,hot,0.37547695344743814,27210,8546
18,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,22,hot,0.37531184949775376,27210,8546
19,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,22,hot,0.37753800989443986,27210,8546
20,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,22,hot,0.37707408007112914,27210,8546
21,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,22,hot,0.37473639533699055,27210,8546
22,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,22,hot,0.3747703385893395,27210,8546
23,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,22,hot,0.3780711751603548,27210,8546
24,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,22,hot,0.3766577605535606,27210,8546
0,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,cold,0.250487820592217,3074,2350
1,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,cold,0.24899697076541125,3074,2350
2,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,cold,0.24484757668977802,3074,2350
3,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,cold,0.24399233437112103,3074,2350
4,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,cold,0.25438788394349987,3074,2350
5,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,cold,0.2512329900568987,3074,2350
6,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,cold,0.24776730448362064,3074,2350
7,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,cold,0.2547236457426763,3074,2350
8,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,cold,0.25339722825772226,3074,2350
9,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,cold,0.2514895882973679,3074,2350
10,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,cold,0.2561692428285173,3074,2350
11,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,cold,0.24761959126057304,3074,2350
12,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,cold,0.25370515891872136,3074,2350
13,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,cold,0.25018294254343654,3074,2350
14,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,cold,0.24559393399101334,3074,2350
15,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,cold,0.24801910028813084,3074,2350
16,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,cold,0.25156795996503933,3074,2350
17,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,cold,0.2455777002247796,3074,2350
18,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,cold,0.24928256243573932,3074,2350
19,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,cold,0.254331544728034,3074,2350
20,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,cold,0.2513101994328885,3074,2350
21,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,cold,0.24982817535940102,3074,2350
22,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,cold,0.24943449056268713,3074,2350
23,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,cold,0.24966651463617462,3074,2350
24,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,cold,0.2546807686748189,3074,2350
0,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,hot,0.37205287147751964,27150,8648
1,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,hot,0.36868836078174505,27150,8648
2,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,hot,0.36889278328378683,27150,8648
3,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,hot,0.3701497774595399,27150,8648
4,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,hot,0.3688725770894449,27150,8648
5,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,hot,0.36806410824710356,27150,8648
6,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,hot,0.3693660376949094,27150,8648
7,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,hot,0.3694129734040338,27150,8648
8,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,hot,0.37058799637642836,27150,8648
9,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,hot,0.36890576142030546,27150,8648
10,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,hot,0.36945084988486476,27150,8648
11,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,hot,0.3688238106087112,27150,8648
12,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,hot,0.36809621465633585,27150,8648
13,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,hot,0.3710419193949152,27150,8648
14,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,hot,0.3715178589875889,27150,8648
15,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,hot,0.37011653888359464,27150,8648
16,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,hot,0.3708411515058834,27150,8648
17,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,hot,0.37073620082822667,27150,8648
18,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,hot,0.36987527703882145,27150,8648
19,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,hot,0.370996800995844,27150,8648
20,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,hot,0.3697104194457301,27150,8648
21,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,hot,0.3710888616353872,27150,8648
22,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,hot,0.3692013428370722,27150,8648
23,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,hot,0.3681728085663838,27150,8648
24,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,23,hot,0.3696395821457249,27150,8648
0,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,cold,0.25086782802307395,3245,2434
1,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,cold,0.2515027686257799,3245,2434
2,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,cold,0.24943478586506557,3245,2434
3,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,cold,0.24667876233156466,3245,2434
4,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,cold,0.24915323680167184,3245,2434
5,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,cold,0.2432985491164757,3245,2434
6,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,cold,0.25095448691892486,3245,2434
7,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,cold,0.2450608886797927,3245,2434
8,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,cold,0.24292544743392203,3245,2434
9,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,cold,0.2430517280369625,3245,2434
10,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,cold,0.25092629456433135,3245,2434
11,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,cold,0.25172344646099454,3245,2434
12,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,cold,0.2546622196561886,3245,2434
13,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,cold,0.24850909604762156,3245,2434
14,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,cold,0.25057649151306216,3245,2434
15,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,cold,0.25277778205988666,3245,2434
16,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,cold,0.24377471712025106,3245,2434
17,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,cold,0.24330344283978472,3245,2434
18,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,cold,0.2502086391304443,3245,2434
19,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,cold,0.2541125999922922,3245,2434
20,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,cold,0.24747129173207988,3245,2434
21,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,cold,0.24282238111270033,3245,2434
22,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,cold,0.24457080228703393,3245,2434
23,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,cold,0.2506471501878593,3245,2434
24,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,cold,0.24839507980841036,3245,2434
0,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,hot,0.3770768774244554,27363,8559
1,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,hot,0.3772464633650638,27363,8559
2,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,hot,0.37794727900383207,27363,8559
3,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,hot,0.37524888107776,27363,8559
4,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,hot,0.37533084684324053,27363,8559
5,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,hot,0.3760234212735403,27363,8559
6,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,hot,0.3770638278843905,27363,8559
7,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,hot,0.3784436049102013,27363,8559
8,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,hot,0.3770263495675372,27363,8559
9,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,hot,0.3751737870745314,27363,8559
10,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,hot,0.37589257693278777,27363,8559
11,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,hot,0.3776989829086894,27363,8559
12,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,hot,0.3776553528585074,27363,8559
13,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,hot,0.37514743397321615,27363,8559
14,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,hot,0.37666285837327973,27363,8559
15,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,hot,0.37560057912821104,27363,8559
16,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,hot,0.3754681295600838,27363,8559
17,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,hot,0.3777481240263717,27363,8559
18,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,hot,0.3786262828725756,27363,8559
19,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,hot,0.37686850819503903,27363,8559
20,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,hot,0.37633222834225266,27363,8559
21,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,hot,0.3765615635051913,27363,8559
22,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,hot,0.3773388681664783,27363,8559
23,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,hot,0.3769440550764443,27363,8559
24,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,24,hot,0.3761437521026506,27363,8559
0,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,cold,0.24958899792043815,3154,2383
1,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,cold,0.24806785093153166,3154,2383
2,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,cold,0.2531540205387455,3154,2383
3,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,cold,0.25267245057244725,3154,2383
4,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,cold,0.24849505985247294,3154,2383
5,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,cold,0.24913644684117878,3154,2383
6,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,cold,0.2540449862552092,3154,2383
7,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,cold,0.24806040657457368,3154,2383
8,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,cold,0.25743924629553094,3154,2383
9,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,cold,0.2488844169609405,3154,2383
10,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,cold,0.25148235648831313,3154,2383
11,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,cold,0.2518521231837333,3154,2383
12,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,cold,0.2491518934900584,3154,2383
13,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,cold,0.24698879530855025,3154,2383
14,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,cold,0.2508737497459512,3154,2383
15,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,cold,0.2519833162618292,3154,2383
16,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,cold,0.2501983632035933,3154,2383
17,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,cold,0.2607865175547337,3154,2383
18,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,cold,0.24516813754711073,3154,2383
19,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,cold,0.2474268338098241,3154,2383
20,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,cold,0.2573045645566796,3154,2383
21,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,cold,0.24521522976561058,3154,2383
22,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,cold,0.24718873976581118,3154,2383
23,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,cold,0.243267522690243,3154,2383
24,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,cold,0.252181574376335,3154,2383
0,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,hot,0.36976643552861166,26252,8407
1,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,hot,0.37154145996763677,26252,8407
2,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,hot,0.36923427963706856,26252,8407
3,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,hot,0.37125017580278485,26252,8407
4,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,hot,0.37002519620666086,26252,8407
5,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,hot,0.3719032187433054,26252,8407
6,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,hot,0.3718565721623938,26252,8407
7,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,hot,0.369578682903388,26252,8407
8,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,hot,0.37058768244442897,26252,8407
9,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,hot,0.370990781267844,26252,8407
10,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,hot,0.36907525940030195,26252,8407
11,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,hot,0.36998276885796993,26252,8407
12,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,hot,0.3710423268953871,26252,8407
13,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,hot,0.3693648705377718,26252,8407
14,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,hot,0.37223773560184403,26252,8407
15,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,hot,0.37203280474798806,26252,8407
16,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,hot,0.37122820569595716,26252,8407
17,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,hot,0.3667178415239685,26252,8407
18,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,hot,0.37020275780519374,26252,8407
19,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,hot,0.37200193890497635,26252,8407
20,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,hot,0.369080333298928,26252,8407
21,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,hot,0.3697747452210639,26252,8407
22,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,hot,0.3695048636894066,26252,8407
23,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,hot,0.37159659813878076,26252,8407
24,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,25,hot,0.36836308683797325,26252,8407
0,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,cold,0.24551190276267748,3443,2606
1,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,cold,0.24038497686379395,3443,2606
2,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,cold,0.24864581729678242,3443,2606
3,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,cold,0.24232007449102902,3443,2606
4,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,cold,0.24193347378391367,3443,2606
5,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,cold,0.25114854957139376,3443,2606
6,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,cold,0.2481381582799515,3443,2606
7,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,cold,0.24539136565625896,3443,2606
8,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,cold,0.24867173824360006,3443,2606
9,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,cold,0.2524099615739912,3443,2606
10,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,cold,0.24687856873564507,3443,2606
11,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,cold,0.24800416360378275,3443,2606
12,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,cold,0.24448930581298217,3443,2606
13,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,cold,0.24927334377192953,3443,2606
14,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,cold,0.24048484812893342,3443,2606
15,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,cold,0.2502320065845294,3443,2606
16,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,cold,0.25220316893950057,3443,2606
17,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,cold,0.2511173067189005,3443,2606
18,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,cold,0.2426970049792379,3443,2606
19,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,cold,0.2421175319016296,3443,2606
20,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,cold,0.24344606389873902,3443,2606
21,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,cold,0.25211625099600854,3443,2606
22,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,cold,0.24173094929496128,3443,2606
23,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,cold,0.24565038213831353,3443,2606
24,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,cold,0.24977125469266703,3443,2606
0,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,hot,0.37025877843096344,26038,8340
1,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,hot,0.36858536613781473,26038,8340
2,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,hot,0.37046706538012947,26038,8340
3,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,hot,0.3725858937466468,26038,8340
4,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,hot,0.3697893393058017,26038,8340
5,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,hot,0.3701128780231651,26038,8340
6,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,hot,0.36948301874863987,26038,8340
7,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,hot,0.3715952013833073,26038,8340
8,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,hot,0.3712263873074826,26038,8340
9,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,hot,0.37025676164598037,26038,8340
10,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,hot,0.37142532961438507,26038,8340
11,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,hot,0.3702404638631913,26038,8340
12,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,hot,0.3715789260862312,26038,8340
13,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,hot,0.37168829025517763,26038,8340
14,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,hot,0.3732348524399092,26038,8340
15,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,hot,0.37343082273963635,26038,8340
16,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,hot,0.3701839350138061,26038,8340
17,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,hot,0.37108453797676355,26038,8340
18,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,hot,0.37342698617454034,26038,8340
19,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,hot,0.3684347025109878,26038,8340
20,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,hot,0.37064187718527386,26038,8340
21,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,hot,0.37070323090155666,26038,8340
22,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,hot,0.37004372964612253,26038,8340
23,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,hot,0.36876306656249913,26038,8340
24,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,26,hot,0.36983930174776547,26038,8340
0,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,cold,0.24243080358393815,3161,2426
1,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,cold,0.2512343837826692,3161,2426
2,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,cold,0.24728998708691552,3161,2426
3,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,cold,0.2477383021109986,3161,2426
4,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,cold,0.2540061747682256,3161,2426
5,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,cold,0.2520787003824102,3161,2426
6,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,cold,0.2519945065387445,3161,2426
7,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,cold,0.24657256376284514,3161,2426
8,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,cold,0.2515576133690571,3161,2426
9,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,cold,0.25168265940787826,3161,2426
10,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,cold,0.2522163089879519,3161,2426
11,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,cold,0.24966353124937263,3161,2426
12,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,cold,0.24819719639401633,3161,2426
13,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,cold,0.2509109805261131,3161,2426
14,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,cold,0.253607237230156,3161,2426
15,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,cold,0.2461849320519604,3161,2426
16,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,cold,0.25357839622225764,3161,2426
17,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,cold,0.2462412259474857,3161,2426
18,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,cold,0.2485292968893273,3161,2426
19,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,cold,0.2528792964636054,3161,2426
20,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,cold,0.24919090599754654,3161,2426
21,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,cold,0.2439322027239761,3161,2426
22,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,cold,0.25089676725717114,3161,2426
23,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,cold,0.2512365363648391,3161,2426
24,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,cold,0.24904372811207404,3161,2426
0,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,hot,0.362574256064058,25528,8393
1,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,hot,0.3654650391820844,25528,8393
2,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,hot,0.36388178277361194,25528,8393
3,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,hot,0.3631462532852021,25528,8393
4,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,hot,0.3622491428776896,25528,8393
5,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,hot,0.3627602189648814,25528,8393
6,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,hot,0.36276715769249956,25528,8393
7,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,hot,0.36383943496243554,25528,8393
8,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,hot,0.36340184738956627,25528,8393
9,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,hot,0.3605608446329994,25528,8393
10,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,hot,0.3608127903248123,25528,8393
11,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,hot,0.36336802913591926,25528,8393
12,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,hot,0.36374360473838363,25528,8393
13,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,hot,0.36260957107583547,25528,8393
14,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,hot,0.3641712242672958,25528,8393
15,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,hot,0.3640773868728455,25528,8393
16,R6_closed_high_expansion_high_friction,a150_mu060_g000,R6c,27,hot,0.3633664011785316,25528,8393
